,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ
2009,2,1,728000,139600000,3,2,4,31,1,1,4,4,12,0
2010,1,1,800000,243300000,2,1,4,36,1,0,2,1,3,0
2012,2,1,496000,396500000,1,3,5,34,1,0,1,2,3,0
2013,1,1,632000,512100000,3,3,5,45,1,1,3,2,5,0
2017,2,1,208000,214300000,3,2,3,29,1,0,2,2,5,0
2018,2,2,288000,98900000,5,2,2,28,1,0,3,3,10,0
2019,2,1,424000,368300000,3,1,5,32,1,0,3,1,12,0
2022,1,2,656000,220100000,2,3,5,35,1,1,4,4,3,0
2024,1,1,328000,304100000,2,1,4,29,1,0,3,4,12,0
2025,1,1,584000,375100000,5,1,5,45,1,0,1,4,15,0
2026,2,1,656000,177300000,4,2,2,30,1,1,2,1,6,0
2027,1,1,728000,347900000,2,1,4,40,1,0,2,4,8,0
2029,1,1,240000,193800000,4,3,5,36,1,0,4,2,12,0
2030,2,1,232000,459600000,3,3,5,37,0,0,2,2,3,0
2033,1,1,512000,291100000,1,1,4,36,1,0,2,1,3,0
2034,2,1,168000,566000000,3,2,3,29,1,0,3,2,5,0
2035,2,1,560000,258500000,2,3,5,34,1,0,1,2,3,0
2036,1,1,640000,255600000,5,3,5,45,1,1,3,2,5,0
2037,2,2,424000,27300000,1,2,2,25,0,0,2,2,6,0
2038,1,2,672000,149700000,3,1,4,30,0,0,3,1,3,0
2040,2,1,88000,444000000,1,2,3,29,1,0,2,2,5,0
2041,1,1,576000,15300000,2,1,3,36,1,0,4,4,6,0
2043,2,1,752000,123000000,5,1,3,32,0,0,1,4,8,0
2044,1,1,672000,189500000,3,2,2,25,1,0,2,2,9,0
2045,2,1,776000,243500000,5,1,4,35,1,1,1,1,6,0
2048,1,1,584000,409500000,5,3,5,36,1,0,4,2,12,0
2049,2,1,296000,200300000,2,3,5,37,0,0,2,2,3,0
2052,1,1,136000,69100000,2,1,4,36,1,0,2,1,3,0
2053,2,1,432000,316900000,3,2,3,29,1,0,3,2,5,0
2054,2,1,496000,582400000,4,3,5,34,1,0,1,2,3,0
2055,1,1,232000,317600000,3,3,5,45,1,1,3,2,5,0
2056,2,2,496000,511100000,5,2,2,25,0,0,2,2,6,0
2057,1,2,680000,565300000,3,1,4,30,0,0,3,1,3,0
2059,2,1,456000,547400000,5,2,3,29,1,0,2,2,5,0
2060,1,1,88000,539800000,1,1,3,36,1,0,4,4,6,0
2062,2,1,768000,426100000,3,1,3,32,0,0,1,4,8,0
2063,1,1,360000,175200000,1,2,2,25,1,0,2,2,9,0
2064,2,1,192000,347300000,2,1,4,35,1,1,1,1,6,0
2066,1,2,472000,161000000,5,3,5,35,1,1,4,4,3,0
2068,1,1,136000,221200000,5,1,4,29,1,0,3,4,12,0
2069,1,1,704000,383100000,3,1,5,45,1,0,1,4,15,0
2070,2,1,584000,405200000,2,2,2,30,1,1,2,1,6,0
2071,1,1,224000,411100000,5,1,4,40,1,0,2,4,8,0
2073,1,1,536000,256000000,5,3,5,36,1,0,4,2,12,0
2074,2,1,120000,134200000,4,3,5,37,0,0,2,2,3,0
2077,1,1,104000,389300000,4,1,4,36,1,0,2,1,3,0
2078,2,1,680000,348500000,3,2,3,29,1,0,3,2,5,0
2079,2,1,400000,315800000,2,3,5,34,1,0,1,2,3,0
2080,1,1,400000,202200000,2,3,5,45,1,1,3,2,5,0
2081,2,2,360000,228800000,1,2,2,25,0,0,2,2,6,0
2082,1,2,512000,191600000,3,1,4,30,0,0,3,1,3,0
2084,2,1,736000,520200000,5,2,3,29,1,0,2,2,5,0
2085,2,2,584000,535500000,1,2,2,28,1,0,3,3,10,0
2086,2,1,88000,570700000,3,1,5,32,1,0,3,1,12,0
2089,1,2,168000,285600000,2,3,5,35,1,1,4,4,3,0
2091,1,1,488000,590100000,5,1,4,29,1,0,3,4,12,0
2092,1,1,752000,34500000,3,1,5,45,1,0,1,4,15,0
2093,2,1,344000,510500000,5,2,2,30,1,1,2,1,6,0
2094,1,1,464000,236400000,3,1,4,40,1,0,2,4,8,0
2096,1,1,120000,86500000,5,3,5,36,1,0,4,2,12,0
2097,2,1,104000,484500000,1,3,5,37,0,0,2,2,3,0
2100,1,1,144000,540000000,1,1,4,36,1,0,2,1,3,0
2101,2,1,712000,347000000,2,2,3,29,1,0,3,2,5,0
2102,2,1,592000,63900000,3,3,5,34,1,0,4,2,3,0
2103,1,1,240000,533600000,5,3,5,45,1,1,4,2,5,0
2104,2,2,768000,532100000,3,2,2,25,0,0,2,2,6,0
2105,1,2,656000,287700000,5,1,4,30,0,0,3,1,3,0
2107,2,1,256000,42200000,2,2,3,29,1,0,3,2,5,0
2108,1,1,304000,560700000,5,1,3,36,1,0,2,4,6,0
2110,2,1,760000,590500000,5,1,3,32,0,0,4,4,8,0
2111,1,1,720000,394000000,4,2,2,25,1,0,2,2,9,0
2112,2,1,328000,334500000,2,1,4,35,1,1,3,1,6,0
2114,1,2,352000,338600000,4,3,5,35,1,1,3,4,3,0
2116,1,1,576000,263100000,2,1,4,29,1,0,4,4,12,0
2117,1,1,744000,465800000,2,1,5,45,1,0,2,4,15,0
2118,2,1,640000,93900000,1,2,2,30,1,1,3,1,6,0
2119,1,1,720000,112000000,3,1,4,40,1,0,1,4,8,0
2121,1,1,312000,469100000,5,3,5,36,1,0,2,2,12,0
2122,2,1,120000,64500000,1,3,5,37,0,0,3,2,3,0
2126,1,2,288000,512800000,2,3,5,35,1,1,4,4,3,0
2128,1,1,464000,313900000,5,1,4,29,1,0,3,4,12,0
2129,1,1,568000,319800000,3,1,5,45,1,0,1,4,15,0
2130,2,1,656000,204700000,5,2,2,30,1,1,3,1,6,0
2131,1,1,608000,203200000,3,1,4,40,1,0,2,4,8,0
2133,1,1,96000,46000000,5,3,5,36,1,0,4,2,12,0
2134,2,1,784000,309400000,2,3,5,37,0,0,2,2,3,0
2137,1,1,160000,379500000,2,1,4,36,1,0,1,1,3,0
2138,2,1,264000,159200000,3,2,3,29,1,0,2,2,5,0
2139,2,1,496000,501600000,4,3,5,34,1,0,1,2,3,0
2140,1,1,728000,269400000,3,3,5,45,1,1,2,2,5,0
2141,2,2,216000,205900000,5,2,2,25,0,0,4,2,6,0
2142,1,2,544000,477300000,3,1,4,30,0,0,2,1,3,0
2144,2,1,88000,286100000,5,2,3,29,1,0,1,2,5,0
2145,1,1,328000,41700000,1,1,3,36,1,0,2,4,6,0
2147,2,1,560000,50500000,3,1,3,32,0,0,3,4,8,0
2148,1,1,416000,482000000,1,2,2,25,1,0,4,2,9,0
2149,2,1,672000,169000000,2,1,4,35,1,1,2,1,6,0
2151,1,2,200000,427600000,5,3,5,35,1,1,3,4,3,0
2153,1,1,416000,60900000,5,1,4,29,1,0,4,4,12,0
2154,1,1,328000,214800000,3,1,5,45,1,0,2,4,15,0
2155,2,1,456000,445100000,2,2,2,30,1,1,3,1,6,0
2156,1,1,624000,392600000,5,1,4,40,1,0,1,4,8,0
2158,1,1,320000,526900000,5,3,5,36,1,0,2,2,12,0
2159,2,1,648000,135300000,4,3,5,37,0,0,3,2,3,0
2162,1,1,712000,353000000,4,1,4,36,1,0,4,1,3,0
2163,2,1,552000,101300000,3,2,3,29,1,0,4,2,5,0
2164,2,1,632000,82500000,2,3,5,34,1,0,2,2,3,0
2165,1,1,696000,70400000,2,3,5,45,1,1,3,2,5,0
2166,2,2,656000,431000000,1,2,2,25,0,0,1,2,6,0
2167,1,2,728000,129000000,3,1,4,30,0,0,3,1,3,0
2169,2,1,576000,112700000,3,2,3,29,1,0,3,2,5,0
2170,2,2,376000,120700000,5,2,2,28,1,0,4,3,10,0
2173,2,1,120000,264400000,3,3,5,40,0,1,2,2,12,0
2175,1,1,520000,439300000,5,2,1,25,0,1,2,2,5,0
2176,1,1,152000,488200000,2,1,4,29,1,0,1,4,12,0
2177,1,1,96000,497100000,5,1,5,45,1,0,2,4,15,0
2178,2,1,520000,525600000,4,2,2,30,1,1,4,1,6,0
2180,2,1,232000,179500000,3,2,4,32,0,1,3,4,9,0
2181,1,1,720000,124200000,4,3,5,36,1,0,1,2,12,0
2184,2,1,512000,302300000,2,2,4,31,1,1,3,4,12,0
2185,1,2,528000,220500000,1,1,4,30,0,0,4,1,3,0
2186,2,1,152000,150000000,3,1,3,32,0,1,2,3,9,0
2187,2,1,432000,280600000,2,2,3,29,1,0,4,2,5,0
2188,2,2,592000,559200000,5,2,2,28,1,0,4,3,10,0
2189,2,1,240000,493100000,1,1,5,32,1,0,2,1,12,0
2191,2,1,592000,451200000,3,3,5,40,0,1,1,2,12,0
2192,1,2,520000,508400000,1,3,5,35,1,1,3,4,3,0
2194,1,1,472000,364000000,3,1,4,29,1,0,3,4,12,0
2195,1,1,656000,271200000,5,1,5,45,1,0,4,4,15,0
2196,2,1,160000,381500000,3,2,2,30,1,1,2,1,6,0
2198,2,1,312000,97900000,3,2,4,32,0,1,3,4,3,0
2200,2,1,456000,590000000,5,3,5,37,0,0,2,2,5,0
2201,1,1,264000,234900000,2,1,3,31,1,0,4,4,6,0
2202,2,1,456000,420400000,5,2,4,31,1,1,2,4,12,0
2203,1,1,568000,208500000,2,1,4,36,1,0,3,1,8,0
2205,2,1,256000,455100000,2,3,5,34,1,0,2,2,6,0
2206,1,1,456000,277200000,5,3,5,45,1,1,2,2,12,0
2209,2,1,800000,571300000,3,1,3,32,0,1,2,3,12,0
2210,2,1,336000,378300000,4,2,3,29,1,0,4,2,15,0
2211,1,1,272000,540100000,3,1,3,36,1,0,4,4,6,0
2212,2,1,648000,205200000,2,2,5,31,1,1,2,1,8,0
2213,2,1,136000,173300000,2,1,3,32,0,0,3,4,9,0
2214,1,1,464000,569600000,1,2,2,25,1,0,1,2,12,0
2216,2,1,464000,314500000,2,3,5,40,0,1,2,2,15,0
2217,2,1,344000,550400000,3,2,4,32,0,1,3,4,4,0
2218,1,1,352000,336800000,5,3,5,36,1,0,4,2,12,0
2222,1,1,696000,191200000,2,1,4,36,1,0,1,1,15,0
2223,2,1,384000,524400000,5,2,3,29,1,0,2,2,6,0
2224,2,1,592000,99500000,2,3,5,34,1,0,4,2,8,0
2225,1,1,296000,335900000,5,3,5,45,1,1,2,2,9,0
2226,2,2,184000,210500000,4,2,2,25,0,0,3,2,12,0
2227,1,2,88000,216400000,2,1,4,30,0,0,1,1,3,0
2229,2,1,792000,20000000,4,2,3,29,1,0,2,2,12,0
2230,1,1,464000,185500000,3,1,3,36,1,0,3,4,3,0
2232,2,1,712000,283700000,2,1,3,32,0,0,2,4,8,0
2233,1,1,112000,235100000,1,2,2,25,1,0,4,2,9,0
2234,2,1,368000,595700000,3,1,4,35,1,1,3,1,6,0
2236,1,2,400000,134900000,5,3,5,35,1,1,4,4,3,0
2238,1,1,448000,299600000,3,1,4,29,1,0,3,4,12,0
2239,1,1,496000,401600000,3,1,5,45,1,0,1,4,15,0
2240,2,1,392000,361400000,1,2,2,30,1,1,2,1,6,0
2241,1,1,552000,500100000,2,1,4,40,1,0,2,4,8,0
2243,1,1,560000,164200000,5,3,5,36,1,0,4,2,12,0
2244,2,1,600000,473400000,3,3,5,37,0,0,2,2,3,0
2247,1,1,248000,416900000,2,1,4,36,1,0,2,1,3,0
2248,2,1,592000,548100000,5,2,3,29,1,0,3,2,5,0
2249,2,1,776000,595600000,2,3,5,34,1,0,1,2,3,0
2250,1,1,144000,113300000,5,3,5,45,1,1,3,2,5,0
2251,2,2,616000,141300000,4,2,2,25,0,0,2,2,6,0
2252,1,2,280000,162100000,2,1,4,30,0,0,3,1,3,0
2254,2,1,304000,477900000,4,2,3,29,1,0,2,2,5,0
2255,2,2,424000,366000000,3,2,2,28,1,0,3,3,10,0
2256,2,1,536000,94400000,5,1,5,32,1,0,3,1,12,0
2259,1,2,512000,264000000,5,3,5,35,1,1,4,4,3,0
2261,1,1,584000,37400000,3,1,4,29,1,0,3,4,12,0
2262,1,1,296000,513000000,3,1,5,45,1,0,1,4,15,0
2263,2,1,696000,353400000,1,2,2,30,1,1,2,1,6,0
2264,1,1,464000,100100000,2,1,4,40,1,0,2,4,8,0
2266,1,1,296000,119200000,5,3,5,36,1,0,4,2,12,0
2267,2,1,272000,374700000,3,3,5,37,0,0,2,2,3,0
2270,1,1,552000,74600000,2,1,4,36,1,0,2,1,3,0
2271,2,1,328000,319000000,5,2,3,29,1,0,3,2,5,0
2272,2,1,360000,292700000,2,3,5,34,1,0,1,2,3,0
2273,1,1,584000,349200000,5,3,5,45,1,1,3,2,5,0
2274,2,2,608000,131900000,4,2,2,25,0,0,2,2,6,0
2275,1,2,576000,151300000,2,1,4,30,0,0,3,1,3,0
2277,2,1,416000,64200000,4,2,3,29,1,0,2,2,5,0
2278,1,1,312000,70300000,3,1,3,36,1,0,4,4,6,0
2280,2,1,768000,519600000,2,1,3,32,0,0,1,4,8,0
2281,1,1,528000,242300000,1,2,2,25,1,0,2,2,9,0
2282,2,1,240000,472200000,3,1,4,35,1,1,1,1,6,0
2284,1,2,312000,303400000,5,3,5,35,1,1,4,4,3,0
2286,1,1,216000,193500000,3,1,4,29,1,0,3,4,12,0
2287,1,1,328000,483200000,3,1,5,45,1,0,1,4,15,0
2288,2,1,336000,107900000,1,2,2,30,1,1,2,1,6,0
2289,1,1,176000,187300000,2,1,4,40,1,0,2,4,8,0
2291,1,1,576000,145700000,5,3,5,36,1,0,4,2,12,0
2292,2,1,160000,452900000,3,3,5,37,0,0,2,2,3,0
2296,1,2,112000,325000000,5,3,5,35,1,1,4,4,3,0
2298,1,1,216000,74600000,3,1,4,29,1,0,3,4,12,0
2299,1,1,528000,63600000,3,1,5,45,1,0,1,4,15,0
2300,2,1,384000,57900000,1,2,2,30,1,1,2,1,6,0
2301,1,1,392000,157200000,2,1,4,40,1,0,2,4,8,0
2303,1,1,192000,224700000,5,3,5,36,1,0,4,2,12,0
2304,2,1,112000,576600000,3,3,5,37,0,0,2,2,3,0
2307,1,1,208000,25900000,2,1,4,36,1,0,2,1,3,0
2308,2,1,616000,146400000,5,2,3,29,1,0,3,2,5,0
2309,2,1,528000,38400000,2,3,5,34,1,0,1,2,3,0
2310,1,1,504000,256100000,5,3,5,45,1,1,3,2,5,0
2311,2,2,200000,509400000,4,2,2,25,0,0,2,2,6,0
2312,1,2,256000,275400000,2,1,4,30,0,0,3,1,3,0
2314,2,1,488000,40400000,4,2,3,29,1,0,2,2,5,0
2315,1,1,96000,248600000,3,1,3,36,1,0,4,4,6,0
2317,2,1,512000,239600000,2,1,3,32,0,0,1,4,8,0
2318,1,1,792000,210800000,1,2,2,25,1,0,2,2,9,0
2319,2,1,456000,88500000,3,1,4,35,1,1,1,1,6,0
2321,1,2,480000,240700000,5,3,5,35,1,1,4,4,6,0
2323,1,1,736000,68200000,3,1,4,29,1,0,3,4,12,0
2324,1,1,608000,24300000,3,1,5,45,1,0,1,4,4,0
2325,2,1,120000,103200000,1,2,2,30,1,1,2,1,12,0
2326,1,1,184000,449500000,2,1,4,40,1,0,2,4,3,0
2328,1,1,744000,288800000,5,3,5,36,1,0,4,2,12,0
2329,2,1,184000,233000000,3,3,5,37,0,0,2,2,15,0
2330,1,1,392000,148200000,5,1,3,31,1,0,4,4,6,0
2331,2,1,160000,227400000,3,2,4,31,1,1,4,4,8,0
2334,2,1,344000,96800000,2,3,5,34,1,0,1,2,3,0
2335,1,1,144000,406300000,5,3,5,45,1,1,3,2,15,0
2336,2,2,584000,538200000,4,2,2,25,0,0,2,2,12,0
2337,1,2,312000,267900000,2,1,4,30,0,0,3,1,3,0
2338,2,1,680000,89500000,3,1,3,32,0,1,4,3,5,0
2339,2,1,152000,385800000,4,2,3,29,1,0,2,2,3,0
2341,2,1,480000,290000000,5,1,5,32,1,0,3,1,6,0
2344,1,2,120000,571000000,5,3,5,35,1,0,4,4,5,0
2345,1,1,648000,588400000,1,2,1,25,0,1,2,2,6,0
2346,1,1,128000,111800000,3,1,4,29,1,1,3,4,12,0
2348,2,1,368000,312300000,1,2,2,30,1,1,2,1,9,0
2350,2,1,240000,264800000,3,2,4,32,0,0,3,4,12,0
2351,1,1,104000,549700000,5,3,5,36,1,1,4,2,3,0
2352,2,1,664000,511300000,3,3,5,37,0,0,2,2,5,0
2353,1,1,392000,432600000,5,1,3,31,1,1,4,4,12,0
2355,1,1,392000,516100000,2,1,4,36,1,0,2,1,6,0
2356,2,1,512000,393400000,5,2,3,29,1,0,3,2,8,0
2359,2,2,296000,196100000,4,2,2,25,0,0,2,2,6,0
2360,1,2,296000,596100000,2,1,4,30,0,0,3,1,3,0
2361,2,1,256000,492600000,3,1,3,32,0,1,4,3,9,0
2362,2,1,208000,330900000,4,2,3,29,1,0,2,2,5,0
2363,2,1,632000,373100000,2,1,3,32,0,0,1,4,8,0
2364,1,1,640000,573800000,1,2,2,25,1,1,2,2,9,0
2366,2,1,576000,117800000,2,3,5,40,0,0,2,2,12,0
2367,1,2,232000,541300000,5,3,5,35,1,1,4,4,3,0
2368,1,1,296000,248900000,1,2,1,25,0,0,2,2,5,0
2371,2,1,208000,199200000,1,2,2,30,1,1,2,1,6,0
2373,2,1,424000,315800000,3,2,4,32,0,1,3,4,9,0
2374,1,1,720000,209500000,5,3,5,36,1,0,4,2,12,0
2375,2,1,224000,156600000,3,3,5,37,0,0,2,2,3,0
2376,1,1,744000,454000000,5,1,3,31,1,0,4,4,15,0
2378,2,1,296000,397400000,2,3,5,40,0,1,2,2,12,0
2379,1,2,736000,447200000,5,3,5,35,1,1,4,4,3,0
2382,1,1,400000,341200000,3,1,5,45,1,0,1,4,15,0
2383,2,1,784000,452000000,1,2,2,30,1,1,2,1,6,0
2384,1,1,120000,146800000,2,1,4,40,1,0,2,4,8,0
2385,2,1,184000,514000000,3,2,4,32,0,1,3,4,9,0
2386,1,1,584000,266200000,5,3,5,36,1,0,4,2,12,0
2387,2,1,776000,346400000,3,3,5,37,0,0,2,2,3,0
2389,2,1,696000,119900000,3,2,4,31,1,1,4,4,12,0
2390,1,1,496000,537500000,2,1,4,36,1,0,2,1,3,0
2392,2,1,720000,402700000,2,3,5,34,1,0,1,4,3,0
2393,1,1,480000,198800000,5,3,5,45,1,1,3,2,5,0
2394,2,2,256000,103000000,4,2,2,25,0,0,2,2,6,0
2396,2,1,96000,274900000,3,1,3,32,0,1,4,4,9,0
2398,1,1,448000,58000000,3,1,3,36,1,0,4,2,6,0
2399,2,1,640000,401300000,2,2,5,31,1,1,2,2,12,0
2400,2,1,400000,148200000,2,1,3,32,0,0,1,2,8,0
2401,1,1,352000,192500000,1,2,2,25,1,0,2,2,9,0
2403,2,1,672000,576700000,2,3,5,40,0,1,2,3,12,0
2404,1,2,640000,241100000,5,3,5,35,1,1,4,2,3,0
2407,1,1,328000,96600000,3,1,5,45,1,0,1,4,15,0
2408,2,1,232000,119800000,1,2,2,30,1,1,2,2,6,0
2409,1,1,648000,193700000,2,1,4,40,1,0,2,1,8,0
2411,1,1,288000,596600000,5,3,5,36,1,0,4,4,12,0
2412,2,1,768000,179500000,3,3,5,37,0,0,2,2,3,0
2415,1,1,376000,316800000,2,1,4,36,1,0,2,1,3,0
2416,2,1,752000,336100000,5,2,3,29,1,0,3,4,5,0
2417,2,1,512000,107700000,2,3,5,34,1,0,1,4,3,0
2418,1,1,384000,42400000,5,3,5,45,1,1,3,2,5,0
2419,2,2,312000,551800000,4,2,2,25,0,0,2,2,6,0
2420,1,2,656000,481800000,2,1,4,30,0,0,3,4,3,0
2422,2,1,552000,350500000,4,2,3,29,1,0,2,2,5,0
2423,2,2,632000,587200000,3,2,2,28,1,0,3,3,10,0
2424,2,1,656000,41900000,5,1,5,32,1,0,3,1,12,0
2427,1,2,760000,352500000,5,3,5,35,1,1,4,4,3,0
2429,1,1,144000,332200000,3,1,4,29,1,0,3,4,12,0
2430,1,1,296000,507600000,3,1,5,45,1,0,1,4,15,0
2431,2,1,280000,34100000,1,2,2,30,1,1,2,1,6,0
2432,1,1,472000,110900000,2,1,4,40,1,0,2,4,8,0
2434,1,1,384000,213300000,5,3,5,36,1,0,4,2,12,0
2435,2,1,280000,599200000,3,3,5,37,0,0,2,2,3,0
2438,1,1,624000,389200000,2,1,4,36,1,0,2,1,3,0
2439,2,1,720000,535100000,5,2,3,29,1,0,3,2,5,0
2440,2,1,176000,592100000,2,3,5,34,1,0,1,2,3,0
2441,1,1,264000,282600000,5,3,5,45,1,1,3,2,5,0
2442,2,2,296000,270800000,4,2,2,25,0,0,2,2,6,0
2443,1,2,256000,303100000,2,1,4,30,0,0,3,1,3,0
2445,2,1,536000,501100000,4,2,3,29,1,0,2,2,5,0
2446,1,1,144000,183200000,3,1,3,36,1,0,4,4,6,0
2448,2,1,144000,431900000,2,1,3,32,0,0,1,4,8,0
2449,1,1,304000,542400000,1,2,2,25,1,0,2,2,9,0
2450,2,1,416000,87100000,3,1,4,35,1,1,1,1,6,0
2453,1,1,640000,198800000,5,3,5,36,1,0,4,2,12,0
2454,2,1,464000,123900000,3,3,5,37,0,0,2,2,3,0
2457,1,1,688000,424400000,2,1,4,36,1,0,2,1,3,0
2458,2,1,192000,290900000,5,2,3,29,1,0,3,2,5,0
2459,2,1,480000,368000000,2,3,5,34,1,0,1,2,3,0
2460,1,1,528000,408500000,5,3,5,45,1,1,3,2,5,0
2461,2,2,400000,111400000,4,2,2,25,0,0,2,2,6,0
2462,1,2,616000,189400000,2,1,4,30,0,0,3,1,3,0
2464,2,1,296000,417100000,4,2,3,29,1,0,2,2,5,0
2465,1,1,344000,590300000,3,1,3,36,1,0,4,4,6,0
2467,2,1,424000,485900000,2,1,3,32,0,0,1,4,8,0
2468,1,1,312000,490700000,1,2,2,25,1,0,2,2,9,0
2469,2,1,176000,552400000,3,1,4,35,1,1,1,1,6,0
2471,1,2,104000,427700000,5,3,5,35,1,1,4,4,3,0
2473,1,1,504000,460000000,3,1,4,29,1,0,3,4,12,0
2474,1,1,784000,256500000,3,1,5,45,1,0,1,4,15,0
2475,2,1,96000,268000000,1,2,2,30,1,1,2,1,6,0
2476,1,1,176000,223100000,2,1,4,40,1,0,2,4,8,0
2478,1,1,520000,248300000,5,3,5,36,1,0,4,2,12,0
2479,2,1,240000,377800000,3,3,5,37,0,0,2,2,3,0
2482,1,1,232000,566900000,2,1,4,36,1,0,2,1,3,0
2483,2,1,208000,568600000,5,2,3,29,1,0,3,2,5,0
2484,2,1,312000,186600000,2,3,5,34,1,0,1,2,3,0
2485,1,1,608000,309800000,5,3,5,45,1,1,3,2,5,0
2486,2,2,456000,40300000,4,2,2,25,0,0,2,2,6,0
2487,1,2,488000,165300000,2,1,4,30,0,0,3,1,3,0
2489,2,1,560000,62100000,4,2,3,29,1,0,2,2,5,0
2490,2,2,224000,294000000,3,2,2,28,1,0,3,3,10,0
2491,2,1,776000,198400000,5,1,5,32,1,0,3,1,12,0
2494,1,2,728000,428300000,5,3,5,35,1,1,4,4,3,0
2496,1,1,744000,128800000,3,1,4,29,1,0,3,4,12,0
2497,1,1,672000,564400000,3,1,5,45,1,0,1,4,15,0
2498,2,1,144000,426600000,1,2,2,30,1,1,2,1,6,0
2499,1,1,176000,399800000,2,1,4,40,1,0,2,4,8,0
2501,1,1,232000,588000000,5,3,5,36,1,0,4,2,12,0
2502,2,1,432000,357300000,3,3,5,37,0,0,2,2,3,0
2505,1,1,544000,501700000,2,1,4,36,1,0,2,1,3,0
2506,2,1,600000,46500000,5,2,3,29,1,0,3,2,5,0
2507,2,1,224000,465600000,2,3,5,34,1,0,1,2,3,0
2508,1,1,600000,210000000,5,3,5,45,1,1,3,2,5,0
2509,2,2,424000,458500000,4,2,2,25,0,0,2,2,6,0
2510,1,2,704000,520100000,2,1,4,30,0,0,3,1,3,0
2512,2,1,464000,238100000,4,2,3,29,1,0,2,2,5,0
2513,1,1,376000,54100000,3,1,3,36,1,0,4,4,6,0
2515,2,1,320000,155400000,2,1,3,32,0,0,1,4,8,0
2516,1,1,336000,502200000,1,2,2,25,1,0,2,2,9,0
2517,2,1,144000,212000000,3,1,4,35,1,1,1,1,6,0
2519,1,2,424000,87100000,5,3,5,35,1,1,4,4,3,0
2521,1,1,144000,508000000,3,1,4,29,1,0,3,4,12,0
2522,1,1,480000,515800000,3,1,5,45,1,0,1,4,15,0
2523,2,1,648000,395100000,1,2,2,30,1,1,2,1,6,0
2524,1,1,200000,31400000,2,1,4,40,1,0,2,4,8,0
2526,1,1,696000,509500000,5,3,5,36,1,0,4,2,12,0
2527,2,1,96000,64800000,3,3,5,37,0,0,2,2,3,0
2531,1,2,368000,592900000,5,3,5,35,1,1,4,4,3,0
2533,1,1,400000,126600000,3,1,4,29,1,0,3,4,12,0
2534,1,1,608000,406400000,3,1,5,45,1,0,1,4,15,0
2535,2,1,216000,488700000,1,2,2,30,1,1,2,1,6,0
2536,1,1,784000,479500000,2,1,4,40,1,0,2,4,8,0
2538,1,1,608000,45600000,5,3,5,36,1,0,4,2,12,0
2539,2,1,240000,378500000,3,3,5,37,0,0,2,2,3,0
2542,1,1,280000,119200000,2,1,4,36,1,0,2,1,3,0
2543,2,1,648000,53500000,5,2,3,29,1,0,2,2,5,0
2544,2,1,272000,555500000,2,3,5,34,1,0,3,2,3,0
2545,1,1,192000,577100000,5,3,5,45,1,1,3,2,5,0
2546,2,2,296000,242300000,4,2,2,25,0,0,3,2,6,0
2547,1,2,448000,451000000,2,1,4,30,0,0,2,1,3,0
2549,2,1,256000,404200000,4,2,3,29,1,0,2,2,5,0
2550,1,1,728000,491000000,3,1,3,36,1,0,3,4,6,0
2552,2,1,200000,339600000,2,1,3,32,0,0,2,4,8,0
2553,1,1,288000,79900000,1,2,2,25,1,0,2,2,9,0
2554,2,1,160000,420400000,3,1,4,35,1,1,3,1,6,0
2556,1,2,472000,488400000,5,3,5,35,1,1,2,4,3,0
2558,1,1,656000,436000000,3,1,4,29,1,0,4,4,12,0
2559,1,1,320000,129400000,3,1,5,45,1,0,2,4,15,0
2560,2,1,792000,152300000,1,2,2,30,1,1,3,1,6,0
2561,1,1,624000,450800000,2,1,4,40,1,0,1,4,8,0
2563,1,1,520000,373000000,5,3,5,36,1,0,2,2,12,0
2564,2,1,416000,372600000,3,3,5,37,0,0,3,2,3,0
2567,1,1,232000,311100000,2,1,4,36,1,0,1,1,3,0
2568,2,1,768000,348300000,5,2,3,29,1,0,2,2,5,0
2569,2,1,664000,133300000,2,3,5,34,1,0,1,2,3,0
2570,1,1,248000,296300000,5,3,5,45,1,1,2,2,5,0
2571,2,2,576000,254800000,4,2,2,25,0,0,4,2,6,0
2572,1,2,368000,574800000,2,1,4,30,0,0,2,1,3,0
2574,2,1,208000,12100000,4,2,3,29,1,0,1,2,5,0
2575,2,2,120000,183400000,3,2,2,28,1,0,2,3,10,0
2576,2,1,760000,291200000,5,1,5,32,1,0,2,1,12,0
2579,1,2,296000,149000000,5,3,5,35,1,1,2,4,3,0
2580,2,1,264000,201700000,3,3,5,37,0,0,4,2,3,0
2583,1,1,592000,241200000,2,1,4,36,1,0,4,1,3,0
2584,2,1,272000,390600000,5,2,3,29,1,0,2,2,5,0
2585,2,1,520000,481500000,2,3,5,34,1,0,3,2,3,0
2586,1,1,128000,201100000,5,3,5,45,1,1,1,2,5,0
2587,2,2,456000,115300000,4,2,2,25,0,0,2,2,6,0
2588,1,2,384000,571500000,2,1,4,30,0,0,2,1,3,0
2590,2,1,488000,563400000,4,2,3,29,1,0,4,2,5,0
2591,2,2,336000,111800000,3,2,2,28,1,0,2,3,10,0
2592,2,1,136000,442700000,5,1,5,32,1,0,4,1,12,0
