ID khách hàng,Giới tính,Quốc tịch,Hóa đơn tiền điện,Số tiền vay,Mục đích vay,Gia đình,Thời gian tại công việc hiện tại,Tuổi,Tài sản đảm bảo,Nợ xấu,Khoảng cách đến điểm giao dịch gần nhất (  km ),Học vấn,Thời gian vay (tháng),Khả năng trả nợ,
1566,2. nữ,1. Việt Nam,560000,"392,700,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,2. Đại học,4,1. Không trả nợ đúng hạn,
1567,1. nam,2. Nước ngoài,216000,"408,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,12,0. Trả nợ đúng hạn,
1568,1. nam,1. Việt Nam,168000,"142,400,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,1. Không trả nợ đúng hạn,
1569,1. nam,1. Việt Nam,504000,"52,400,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,5,0. Trả nợ đúng hạn,
1570,1. nam,1. Việt Nam,216000,"148,700,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
1571,2. nữ,1. Việt Nam,752000,"77,400,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,15,0. Trả nợ đúng hạn,
1572,1. nam,1. Việt Nam,424000,"39,700,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,4. Khác,6,0. Trả nợ đúng hạn,
1573,2. nữ,1. Việt Nam,392000,"495,700,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,1. Không trả nợ đúng hạn,
1574,1. nam,1. Việt Nam,696000,"297,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,9,0. Trả nợ đúng hạn,
1575,2. nữ,1. Việt Nam,512000,"74,700,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,12,0. Trả nợ đúng hạn,
1576,1. nam,1. Việt Nam,168000,"318,700,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,4. Khác,3,1. Không trả nợ đúng hạn,
1577,2. nữ,1. Việt Nam,432000,"245,000,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,1. Không trả nợ đúng hạn,
1578,1. nữ,1. Việt Nam,792000,"437,800,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,12,0. Trả nợ đúng hạn,
1579,2. nam,1. Việt Nam,104000,"384,500,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,3,0. Trả nợ đúng hạn,
1580,2. nam,1. Việt Nam,192000,"350,000,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
1581,1. nam,1. Việt Nam,208000,"24,700,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,3,0. Trả nợ đúng hạn,
1582,2. nữ,2. Nước ngoài,704000,"88,000,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
1583,1. nam,2. Nước ngoài,304000,"177,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
1584,2. nữ,1. Việt Nam,512000,"454,400,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,3. Trung học phổ thông,3,1. Không trả nợ đúng hạn,
1585,2. nam,1. Việt Nam,192000,"246,900,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,9,0. Trả nợ đúng hạn,
1586,2. nữ,2. Nước ngoài,248000,"33,400,000",3. mua xe,2. Độc thân,2. 2 năm,28,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,3. Trung học phổ thông,5,0. Trả nợ đúng hạn,
1587,2. nữ,1. Việt Nam,528000,"464,200,000",5. đầu tư chứng khoán,1. Đã kết hôn,5. Trên 5 năm,32,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,6,0. Trả nợ đúng hạn,
1588,1. nam,1. Việt Nam,320000,"574,000,000",3. mua xe,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,12,1. Không trả nợ đúng hạn,
1589,2. nữ,1. Việt Nam,328000,"342,900,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,8,1. Không trả nợ đúng hạn,
1590,1. nam,2. Nước ngoài,600000,"451,700,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,0. Trả nợ đúng hạn,
1591,1. nam,1. Việt Nam,536000,"349,600,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,6,1. Không trả nợ đúng hạn,
1592,1. nam,1. Việt Nam,400000,"347,600,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,12,0. Trả nợ đúng hạn,
1593,1. nam,1. Việt Nam,800000,"466,000,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,3,0. Trả nợ đúng hạn,
1594,2. nữ,1. Việt Nam,224000,"281,000,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,1. Cao học,5,0. Trả nợ đúng hạn,
1595,1. nam,1. Việt Nam,640000,"89,000,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,4. Khác,12,0. Trả nợ đúng hạn,
1596,2. nữ,1. Việt Nam,512000,"44,100,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,15,1. Không trả nợ đúng hạn,
1597,1. nam,1. Việt Nam,656000,"313,100,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,6,0. Trả nợ đúng hạn,
1598,2. nữ,1. Việt Nam,416000,"570,200,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,8,0. Trả nợ đúng hạn,
1599,1. nam,1. Việt Nam,792000,"38,300,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,9,1. Không trả nợ đúng hạn,
1600,2. nữ,1. Việt Nam,472000,"325,300,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,4. Khác,12,1. Không trả nợ đúng hạn,
1601,1. nữ,1. Việt Nam,304000,"325,000,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,3,0. Trả nợ đúng hạn,
1602,2. nam,1. Việt Nam,704000,"154,400,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
1603,2. nam,1. Việt Nam,160000,"109,400,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,3,0. Trả nợ đúng hạn,
1604,1. nam,1. Việt Nam,696000,"385,300,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
1605,2. nữ,2. Nước ngoài,640000,"362,100,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,6,0. Trả nợ đúng hạn,
1606,1. nam,2. Nước ngoài,312000,"103,800,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,1. Cao học,3,0. Trả nợ đúng hạn,
1607,2. nữ,1. Việt Nam,128000,"83,300,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
1608,2. nam,1. Việt Nam,256000,"194,500,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
1609,2. nữ,1. Việt Nam,208000,"503,900,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,8,0. Trả nợ đúng hạn,
1610,1. nam,1. Việt Nam,112000,"29,500,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,9,0. Trả nợ đúng hạn,
1611,2. nữ,1. Việt Nam,536000,"160,700,000",3. mua xe,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
1612,2. nữ,1. Việt Nam,768000,"350,700,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
1613,1. nam,2. Nước ngoài,184000,"87,400,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,4. Khác,3,0. Trả nợ đúng hạn,
1614,1. nam,1. Việt Nam,640000,"494,400,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,5,1. Không trả nợ đúng hạn,
1615,1. nam,1. Việt Nam,384000,"326,500,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,12,0. Trả nợ đúng hạn,
1616,1. nam,1. Việt Nam,96000,"70,400,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,15,0. Trả nợ đúng hạn,
1617,2. nữ,1. Việt Nam,472000,"146,100,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,1. Cao học,6,0. Trả nợ đúng hạn,
1618,1. nam,1. Việt Nam,536000,"497,600,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,8,0. Trả nợ đúng hạn,
1619,2. nữ,1. Việt Nam,216000,"114,700,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
1620,1. nam,1. Việt Nam,696000,"56,200,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
1621,2. nữ,1. Việt Nam,536000,"370,100,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
1622,1. nam,1. Việt Nam,328000,"472,000,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,15,1. Không trả nợ đúng hạn,
1623,1. nam,1. Việt Nam,456000,"446,000,000",3. mua xe,2. Độc thân,1. 1 năm,17,0. Không thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,4. Khác,4,1. Không trả nợ đúng hạn,
1624,2. nữ,1. Việt Nam,640000,"157,500,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
1625,1. nam,2. Nước ngoài,96000,"79,700,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,3,0. Trả nợ đúng hạn,
1626,1. nam,1. Việt Nam,424000,"380,500,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,1. Không trả nợ đúng hạn,
1627,1. nam,1. Việt Nam,544000,"460,200,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
1628,1. nam,1. Việt Nam,688000,"298,700,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
1629,2. nữ,1. Việt Nam,120000,"322,400,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,6,0. Trả nợ đúng hạn,
1630,1. nam,1. Việt Nam,96000,"186,400,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,8,0. Trả nợ đúng hạn,
1631,2. nữ,1. Việt Nam,704000,"300,400,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
1632,1. nam,1. Việt Nam,680000,"386,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,12,0. Trả nợ đúng hạn,
1633,2. nữ,1. Việt Nam,496000,"459,800,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,3,0. Trả nợ đúng hạn,
1634,1. nam,1. Việt Nam,176000,"143,300,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,15,1. Không trả nợ đúng hạn,
1635,2. nữ,1. Việt Nam,192000,"174,500,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,12,1. Không trả nợ đúng hạn,
1636,1. nữ,1. Việt Nam,256000,"173,100,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,1. Cao học,3,0. Trả nợ đúng hạn,
1637,2. nam,1. Việt Nam,192000,"552,500,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
1638,2. nam,1. Việt Nam,232000,"18,200,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,34,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
1639,1. nam,1. Việt Nam,456000,"397,900,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,2. Đại học,5,0. Trả nợ đúng hạn,
1640,2. nữ,2. Nước ngoài,152000,"598,400,000",4. học tập,2. Độc thân,2. 2 năm,25,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,6,0. Trả nợ đúng hạn,
1641,1. nam,2. Nước ngoài,592000,"407,400,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,30,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,1. Cao học,3,0. Trả nợ đúng hạn,
1642,2. nữ,1. Việt Nam,408000,"231,200,000",3. mua xe,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,3. Trung học phổ thông,9,1. Không trả nợ đúng hạn,
1643,2. nam,1. Việt Nam,88000,"173,500,000",4. học tập,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,1. x<10,2. Đại học,5,0. Trả nợ đúng hạn,
1644,1. nam,1. Việt Nam,136000,"269,800,000",3. mua xe,1. Đã kết hôn,3. 3 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,6,0. Trả nợ đúng hạn,
1645,2. nữ,1. Việt Nam,680000,"584,100,000",2. mua nhà,2. Độc thân,5. Trên 5 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,12,1. Không trả nợ đúng hạn,
1646,2. nữ,1. Việt Nam,640000,"282,800,000",2. mua nhà,1. Đã kết hôn,3. 3 năm,32,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,8,0. Trả nợ đúng hạn,
1647,1. nam,1. Việt Nam,664000,"25,000,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,25,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,2. Đại học,9,0. Trả nợ đúng hạn,
1648,2. nữ,1. Việt Nam,504000,"224,300,000",3. mua xe,1. Đã kết hôn,4. 4 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,1. Cao học,6,0. Trả nợ đúng hạn,
1649,2. nữ,1. Việt Nam,208000,"354,600,000",2. mua nhà,3. Ly hôn,5. Trên 5 năm,40,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,2. Đại học,12,1. Không trả nợ đúng hạn,
1650,1. nam,2. Nước ngoài,152000,"122,600,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,35,1. Thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,3,0. Trả nợ đúng hạn,
1651,1. nam,1. Việt Nam,680000,"246,400,000",1. Tiêu dùng,2. Độc thân,1. 1 năm,25,0. Không thuộc sở hữu người vay,1. Có nợ xấu,3. 20<x<30,2. Đại học,5,1. Không trả nợ đúng hạn,
1652,1. nam,1. Việt Nam,696000,"13,600,000",3. mua xe,1. Đã kết hôn,4. 4 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,4. Khác,12,0. Trả nợ đúng hạn,
1653,1. nam,1. Việt Nam,568000,"372,200,000",3. mua xe,1. Đã kết hôn,5. Trên 5 năm,45,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,4. Khác,15,0. Trả nợ đúng hạn,
1654,2. nữ,1. Việt Nam,392000,"571,000,000",1. Tiêu dùng,2. Độc thân,2. 2 năm,30,1. Thuộc sở hữu người vay,1. Có nợ xấu,4. x>30,1. Cao học,6,0. Trả nợ đúng hạn,
1655,1. nam,1. Việt Nam,304000,"487,600,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,40,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,8,0. Trả nợ đúng hạn,
1656,2. nữ,1. Việt Nam,400000,"210,600,000",3. mua xe,2. Độc thân,4. 4 năm,32,0. Không thuộc sở hữu người vay,1. Có nợ xấu,2. 10<x<20,4. Khác,9,1. Không trả nợ đúng hạn,
1657,1. nam,1. Việt Nam,328000,"425,500,000",5. đầu tư chứng khoán,3. Ly hôn,5. Trên 5 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,4. x>30,2. Đại học,12,0. Trả nợ đúng hạn,
1658,2. nữ,1. Việt Nam,256000,"85,500,000",3. mua xe,3. Ly hôn,5. Trên 5 năm,37,0. Không thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,3,0. Trả nợ đúng hạn,
1659,1. nam,1. Việt Nam,256000,"136,200,000",5. đầu tư chứng khoán,1. Đã kết hôn,3. 3 năm,31,1. Thuộc sở hữu người vay,0. Không có nợ xấu,3. 20<x<30,4. Khác,15,1. Không trả nợ đúng hạn,
1660,2. nữ,1. Việt Nam,608000,"49,500,000",3. mua xe,2. Độc thân,4. 4 năm,31,1. Thuộc sở hữu người vay,1. Có nợ xấu,1. x<10,4. Khác,12,1. Không trả nợ đúng hạn,
1661,1. nữ,1. Việt Nam,472000,"338,300,000",2. mua nhà,1. Đã kết hôn,4. 4 năm,36,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,1. Cao học,3,0. Trả nợ đúng hạn,
1662,2. nam,1. Việt Nam,680000,"376,900,000",5. đầu tư chứng khoán,2. Độc thân,3. 3 năm,29,1. Thuộc sở hữu người vay,0. Không có nợ xấu,2. 10<x<20,2. Đại học,5,0. Trả nợ đúng hạn,
